ID,slug,reward,status,submission_result
401,the-number-of-beautiful-subsets,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '94 ms', 'memory': 37320000, 'display_runtime': '94', 'question_id': '2696', 'elapsed_time': 119, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742382795283, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1308, 'total_testcases': 1308, 'runtime_percentile': 85.95099999999987, 'status_memory': '37.3 MB', 'memory_percentile': 93.2362, 'pretty_lang': 'C++', 'submission_id': '1578978769', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
402,minimum-number-of-steps-to-make-two-strings-anagram,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '4 ms', 'memory': 22048000, 'display_runtime': '4', 'question_id': '1469', 'elapsed_time': 62, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742382868045, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 63, 'total_testcases': 63, 'runtime_percentile': 75.99390000000001, 'status_memory': '22 MB', 'memory_percentile': 5.504500000000009, 'pretty_lang': 'C++', 'submission_id': '1578979651', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
403,longest-alternating-subarray,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 70796000, 'display_runtime': '0', 'question_id': '2870', 'elapsed_time': 56, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742382933521, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 2880, 'total_testcases': 2880, 'runtime_percentile': 100, 'status_memory': '70.8 MB', 'memory_percentile': 36.324799999999996, 'pretty_lang': 'C++', 'submission_id': '1578980490', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
404,form-smallest-number-from-two-digit-arrays,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 25480000, 'display_runtime': '0', 'question_id': '2668', 'elapsed_time': 36, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383023955, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 388, 'total_testcases': 388, 'runtime_percentile': 100, 'status_memory': '25.5 MB', 'memory_percentile': 5.901600000000007, 'pretty_lang': 'C++', 'submission_id': '1578981609', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
405,shuffle-string,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '3 ms', 'memory': 18788000, 'display_runtime': '3', 'question_id': '1651', 'elapsed_time': 20, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383075070, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 399, 'total_testcases': 399, 'runtime_percentile': 16.396199999999993, 'status_memory': '18.8 MB', 'memory_percentile': 74.874, 'pretty_lang': 'C++', 'submission_id': '1578982223', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
406,flip-string-to-monotone-increasing,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '232 ms', 'memory': 92176000, 'display_runtime': '232', 'question_id': '962', 'elapsed_time': 263, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383661706, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 93, 'total_testcases': 93, 'runtime_percentile': 5.441500000000021, 'status_memory': '92.2 MB', 'memory_percentile': 5.441200000000045, 'pretty_lang': 'C++', 'submission_id': '1578989571', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
407,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '63 ms', 'memory': 41472000, 'display_runtime': '63', 'question_id': '1485', 'elapsed_time': 101, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383715177, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 69, 'total_testcases': 69, 'runtime_percentile': 27.96160000000002, 'status_memory': '41.5 MB', 'memory_percentile': 6.158200000000053, 'pretty_lang': 'C++', 'submission_id': '1578990200', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
408,binary-string-with-substrings-representing-1-to-n,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '1 ms', 'memory': 8936000, 'display_runtime': '1', 'question_id': '1065', 'elapsed_time': 14, 'compare_result': '11111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383804159, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 29, 'total_testcases': 29, 'runtime_percentile': 56.0484, 'status_memory': '8.9 MB', 'memory_percentile': 65.32249999999999, 'pretty_lang': 'C++', 'submission_id': '1578991358', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
409,minimum-operations-to-make-array-equal,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 8024000, 'display_runtime': '0', 'question_id': '1674', 'elapsed_time': 14, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383865485, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 301, 'total_testcases': 301, 'runtime_percentile': 100, 'status_memory': '8 MB', 'memory_percentile': 48.78830000000001, 'pretty_lang': 'C++', 'submission_id': '1578992094', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
410,perfect-squares,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '351 ms', 'memory': 14136000, 'display_runtime': '351', 'question_id': '279', 'elapsed_time': 424, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742383932756, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 589, 'total_testcases': 589, 'runtime_percentile': 9.245499999999952, 'status_memory': '14.1 MB', 'memory_percentile': 21.58319999999996, 'pretty_lang': 'C++', 'submission_id': '1578992912', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
411,minimum-difference-between-largest-and-smallest-value-in-three-moves,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '21 ms', 'memory': 42404000, 'display_runtime': '21', 'question_id': '1616', 'elapsed_time': 122, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384018372, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 73, 'total_testcases': 73, 'runtime_percentile': 34.859699999999975, 'status_memory': '42.4 MB', 'memory_percentile': 55.83449999999999, 'pretty_lang': 'C++', 'submission_id': '1578993939', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
412,sort-an-array,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '233 ms', 'memory': 146884000, 'display_runtime': '233', 'question_id': '948', 'elapsed_time': 338, 'compare_result': '111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384073752, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 21, 'total_testcases': 21, 'runtime_percentile': 52.087699999999785, 'status_memory': '146.9 MB', 'memory_percentile': 36.247299999999655, 'pretty_lang': 'C++', 'submission_id': '1578994614', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
413,shortest-path-with-alternating-colors,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '8 ms', 'memory': 21736000, 'display_runtime': '8', 'question_id': '1229', 'elapsed_time': 43, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384197655, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 90, 'total_testcases': 90, 'runtime_percentile': 27.193800000000024, 'status_memory': '21.7 MB', 'memory_percentile': 5.212900000000012, 'pretty_lang': 'C++', 'submission_id': '1578996205', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
414,find-peak-element,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 12620000, 'display_runtime': '0', 'question_id': '162', 'elapsed_time': 15, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384262611, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 68, 'total_testcases': 68, 'runtime_percentile': 100, 'status_memory': '12.6 MB', 'memory_percentile': 32.2189, 'pretty_lang': 'C++', 'submission_id': '1578997033', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
415,find-the-punishment-number-of-an-integer,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '275 ms', 'memory': 11196000, 'display_runtime': '275', 'question_id': '2802', 'elapsed_time': 384, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384343099, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 216, 'total_testcases': 216, 'runtime_percentile': 28.890600000000024, 'status_memory': '11.2 MB', 'memory_percentile': 35.8087, 'pretty_lang': 'C++', 'submission_id': '1578997984', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
416,rotate-array,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 30412000, 'display_runtime': '0', 'question_id': '189', 'elapsed_time': 40, 'compare_result': '11111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384423468, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 38, 'total_testcases': 38, 'runtime_percentile': 100, 'status_memory': '30.4 MB', 'memory_percentile': 17.233799999999995, 'pretty_lang': 'C++', 'submission_id': '1578998927', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
417,minimum-time-to-complete-trips,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '87 ms', 'memory': 98456000, 'display_runtime': '87', 'question_id': '2294', 'elapsed_time': 241, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384509167, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 124, 'total_testcases': 124, 'runtime_percentile': 18.080200000000012, 'status_memory': '98.5 MB', 'memory_percentile': 52.09780000000001, 'pretty_lang': 'C++', 'submission_id': '1578999934', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
418,moving-stones-until-consecutive-ii,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '11 ms', 'memory': 16984000, 'display_runtime': '11', 'question_id': '1113', 'elapsed_time': 28, 'compare_result': '111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384753817, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 27, 'total_testcases': 27, 'runtime_percentile': 7.228800000000014, 'status_memory': '17 MB', 'memory_percentile': 68.6747, 'pretty_lang': 'C++', 'submission_id': '1579002786', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
419,minimum-incompatibility,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '34 ms', 'memory': 14016000, 'display_runtime': '34', 'question_id': '1799', 'elapsed_time': 56, 'compare_result': '1111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742384817666, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 58, 'total_testcases': 58, 'runtime_percentile': 83.56139999999999, 'status_memory': '14 MB', 'memory_percentile': 72.60249999999999, 'pretty_lang': 'C++', 'submission_id': '1579003506', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
420,minimum-moves-to-reach-target-with-rotations,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '15 ms', 'memory': 18156000, 'question_id': '1322', 'elapsed_time': 31, 'compare_result': '111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385348018, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 42, 'total_testcases': 42, 'runtime_percentile': 95.0617, 'status_memory': '18.2 MB', 'memory_percentile': 76.543, 'pretty_lang': 'C++', 'submission_id': '1579010031', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
421,find-the-winner-of-the-circular-game,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '23 ms', 'memory': 26540000, 'display_runtime': '23', 'question_id': '1951', 'elapsed_time': 34, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385469482, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 95, 'total_testcases': 95, 'runtime_percentile': 17.252600000000015, 'status_memory': '26.5 MB', 'memory_percentile': 6.080700000000008, 'pretty_lang': 'C++', 'submission_id': '1579011523', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
422,minimum-operations-to-make-the-array-increasing,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '11 ms', 'memory': 19452000, 'question_id': '1938', 'elapsed_time': 23, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385533815, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 94, 'total_testcases': 94, 'runtime_percentile': 50.20110000000001, 'status_memory': '19.5 MB', 'memory_percentile': 84.40639999999999, 'pretty_lang': 'C++', 'submission_id': '1579012301', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
423,k-closest-points-to-origin,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '66 ms', 'memory': 76600000, 'display_runtime': '66', 'question_id': '1014', 'elapsed_time': 241, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385681570, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 87, 'total_testcases': 87, 'runtime_percentile': 51.486499999999985, 'status_memory': '76.6 MB', 'memory_percentile': 43.74989999999993, 'pretty_lang': 'C++', 'submission_id': '1579014089', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
424,most-beautiful-item-for-each-query,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '44 ms', 'memory': 93780000, 'display_runtime': '44', 'question_id': '2179', 'elapsed_time': 257, 'compare_result': '11111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385764205, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 35, 'total_testcases': 35, 'runtime_percentile': 89.39920000000004, 'status_memory': '93.8 MB', 'memory_percentile': 58.127300000000034, 'pretty_lang': 'C++', 'submission_id': '1579015076', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
425,sort-list,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '15 ms', 'memory': 57992000, 'display_runtime': '15', 'question_id': '148', 'elapsed_time': 143, 'compare_result': '111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385822950, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 30, 'total_testcases': 30, 'runtime_percentile': 69.5691, 'status_memory': '58 MB', 'memory_percentile': 78.96929999999999, 'pretty_lang': 'C++', 'submission_id': '1579015802', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
426,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '8 ms', 'memory': 128524000, 'display_runtime': '8', 'question_id': '2182', 'elapsed_time': 239, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385884811, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 139, 'total_testcases': 139, 'runtime_percentile': 28.326500000000006, 'status_memory': '128.5 MB', 'memory_percentile': 14.952000000000014, 'pretty_lang': 'C++', 'submission_id': '1579016512', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
427,find-the-student-that-will-replace-the-chalk,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 78368000, 'display_runtime': '0', 'question_id': '2006', 'elapsed_time': 148, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742385950195, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 74, 'total_testcases': 74, 'runtime_percentile': 100, 'status_memory': '78.4 MB', 'memory_percentile': 26.73079999999999, 'pretty_lang': 'C++', 'submission_id': '1579017302', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
428,extra-characters-in-a-string,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '199 ms', 'memory': 88372000, 'display_runtime': '199', 'question_id': '2755', 'elapsed_time': 327, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386156047, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 2028, 'total_testcases': 2028, 'runtime_percentile': 14.635199999999925, 'status_memory': '88.4 MB', 'memory_percentile': 35.20920000000012, 'pretty_lang': 'C++', 'submission_id': '1579019703', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
429,number-of-provinces,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 19220000, 'display_runtime': '0', 'question_id': '547', 'elapsed_time': 36, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386221195, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 114, 'total_testcases': 114, 'runtime_percentile': 100, 'status_memory': '19.2 MB', 'memory_percentile': 91.9291, 'pretty_lang': 'C++', 'submission_id': '1579020480', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
430,find-the-smallest-divisor-given-a-threshold,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '11 ms', 'memory': 26140000, 'display_runtime': '11', 'question_id': '1408', 'elapsed_time': 50, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386288079, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 71, 'total_testcases': 71, 'runtime_percentile': 54.025099999999995, 'status_memory': '26.1 MB', 'memory_percentile': 49.619699999999995, 'pretty_lang': 'C++', 'submission_id': '1579021260', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
431,range-sum-of-bst,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 64880000, 'display_runtime': '0', 'question_id': '975', 'elapsed_time': 94, 'compare_result': '11111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386369677, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 41, 'total_testcases': 41, 'runtime_percentile': 100, 'status_memory': '64.9 MB', 'memory_percentile': 91.58870000000002, 'pretty_lang': 'C++', 'submission_id': '1579022258', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
432,gray-code,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '7 ms', 'memory': 14740000, 'display_runtime': '7', 'question_id': '89', 'elapsed_time': 39, 'compare_result': '1111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742386445891, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 16, 'total_testcases': 16, 'runtime_percentile': 9.749599999999997, 'status_memory': '14.7 MB', 'memory_percentile': 28.326799999999995, 'pretty_lang': 'C++', 'submission_id': '1579023195', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
